processed_text,priority,urgency
Service mesh configurations needing minor adjustments for new services,low,not_urgent
Temporary resource overallocation during non-critical system maintenance,low,not_urgent
Misconfigurations in test environments not corrected immediately,low,not_urgent
Video Call Drops After Switching from Wi-Fi to Mobile Data,medium,not_urgent
Flaw in Credit Card Validation Logic,medium,not_urgent
"Report Intermittent Connectivity Issues. Dear Customer Support,  I am writing to report intermittent connectivity issues experienced with the Cisco ISR4331 Router. Our investigation showed potential network performance concerns and outdated firmware. Please advise on how to resolve these issues.  Thank you, <name>",medium,not_urgent
Sales Report by Region Showing Inaccurate Figures,medium,not_urgent
Map View Fails to Load All Markers During Initial Zoom,medium,not_urgent
Intermittent Logout Issues During Hotel Booking,medium,not_urgent
Data Serialization Error Causing API to Return 422,medium,not_urgent
"Urgent: Billing error when purchasing the MacBook Air M1. Dear Support Team, I discovered a billing error on my recent MacBook Air M1 purchase. The invoice shows a higher price than advertised. Please resolve this discrepancy. Order details: Account number <acc_num>. Thank you for your prompt assistance. Sincerely, <name>.",medium,not_urgent
Lambda Function Triggering Multiple Times,medium,not_urgent
Health check endpoint incorrectly reporting healthy status during downtime,low,not_urgent
Wishlist button unresponsive on some listings,low,not_urgent
Data Loss During Migration to Managed Instances,medium,not_urgent
Artifact repository occasionally returning 502 errors on upload,low,not_urgent
"Urgent Question: Ticket System Integration. Dear IT Consulting Support Team,  I am writing to bring to your immediate attention an issue with the ticketing system integration that is significantly impacting <name>'s project management workflow. This urgent matter requires immediate consulting assistance to ensure a speedy resolution. Your quick action on this will be greatly appreciated.  Thank you,  <name>  <acc_num>",medium,not_urgent
Irregular Behavior of Auto-Complete Suggestions,medium,not_urgent
Performance tuning needed for low-priority applications,low,not_urgent
Temporary glitches in non-critical system integrations,low,not_urgent
Guest checkout option obscured by promotions,low,not_urgent
Frequent Session Timeouts During Checkout,medium,not_urgent
Broken External Links in Footer,medium,not_urgent
Inconsistent Notification Delivery for Payroll Changes,medium,not_urgent
Infrequent errors in handling daylight saving time changes,low,not_urgent
The refresh button is slightly mispositioned but functions correctly.,low,not_urgent
Floating action button occluded by banner ad,low,not_urgent
