Subject,Body,Priority
Important: High Priority,This is a handle urgently matter. Please act now. Failure to address this may result in severe consequences.,High
Critical: Imminent Threat,This is a go-live impact matter. Please act now. Failure to address this may result in a critical failure.,High
Important: Do Not Delay,This is a go-live impact matter. Please act now. Failure to address this may result in a critical failure.,High
Alert: Blocking Issue,This is a breakpoint matter. Please act now. Failure to address this may result in severe consequences.,High
Alert: Handle Urgently,This is a must address matter. Please do not delay. Failure to address this may result in escalation.,High
Critical: Must Address,This is a needs attention matter. Please handle urgently. Failure to address this may result in escalation.,High
Attention: Needs Attention,This is a customer escalation matter. Please handle urgently. Failure to address this may result in a critical failure.,High
Critical: Top Priority,This is a handle urgently matter. Please handle urgently. Failure to address this may result in escalation.,High
Important: Do Not Delay,This is a must address matter. Please handle urgently. Failure to address this may result in escalation.,High
Alert: Critical Condition,This is a at risk matter. Please handle urgently. Failure to address this may result in a critical failure.,High
Critical: High-Stakes,This is a bottleneck matter. Please resolve immediately. Failure to address this may result in escalation.,High
Attention: System Down,This is a severe matter. Please resolve immediately. Failure to address this may result in a critical failure.,High
Important: Bottleneck,This is a production halted matter. Please handle urgently. Failure to address this may result in a critical failure.,High
Alert: Life-or-Death,This is a escalation level matter. Please act now. Failure to address this may result in escalation.,High
Alert: Imminent Threat,This is a immediate follow-up matter. Please handle urgently. Failure to address this may result in a critical failure.,High
Important: Extreme,This is a client impact matter. Please resolve immediately. Failure to address this may result in a critical failure.,High
Important: Escalation Level,This is a time-sensitive matter. Please handle urgently. Failure to address this may result in a critical failure.,High
Alert: High Priority,This is a critical matter. Please handle urgently. Failure to address this may result in escalation.,High
Critical: Urgent,This is a workflow blocked matter. Please resolve immediately. Failure to address this may result in escalation.,High
