processed_text,subject,body,urgency
Feedback Needed on Website Design. Please update the user profile picture at your earliest convenience.,Feedback Needed on Website Design,Please update the user profile picture at your earliest convenience.,not_urgent
System Outage: Immediate Action Required. The scheduled meeting with stakeholders has been delayed; inform all parties.,System Outage: Immediate Action Required,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Confirmation of Office Directory Update. The office directory update is pending; kindly confirm the changes.,Confirmation of Office Directory Update,The office directory update is pending; kindly confirm the changes.,not_urgent
Feedback Needed on Website Design. Performance reviews for all employees will be conducted next week.,Feedback Needed on Website Design,Performance reviews for all employees will be conducted next week.,not_urgent
Reminder: Upcoming Maintenance. The office directory update is pending; kindly confirm the changes.,Reminder: Upcoming Maintenance,The office directory update is pending; kindly confirm the changes.,not_urgent
Security Incident: Firewall Breach. Unauthorized access detected; escalate to the security team immediately.,Security Incident: Firewall Breach,Unauthorized access detected; escalate to the security team immediately.,urgent
Feedback Needed on Website Design. This is not critical and can be resolved later.,Feedback Needed on Website Design,This is not critical and can be resolved later.,not_urgent
Suggestion: Enhance FAQ Section. Can you confirm the leave balance for the current year?,Suggestion: Enhance FAQ Section,Can you confirm the leave balance for the current year?,not_urgent
Emergency: Hardware Malfunction. The scheduled meeting with stakeholders has been delayed; inform all parties.,Emergency: Hardware Malfunction,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Suggestion: Enhance FAQ Section. Review the updated work-from-home guidelines attached herewith.,Suggestion: Enhance FAQ Section,Review the updated work-from-home guidelines attached herewith.,not_urgent
Urgent: Stakeholder Meeting Postponed. Please address this issue before the end of the day to avoid escalation.,Urgent: Stakeholder Meeting Postponed,Please address this issue before the end of the day to avoid escalation.,urgent
Reminder: Upcoming Maintenance. Performance reviews for all employees will be conducted next week.,Reminder: Upcoming Maintenance,Performance reviews for all employees will be conducted next week.,not_urgent
Confirmation of Office Directory Update. Can you confirm the leave balance for the current year?,Confirmation of Office Directory Update,Can you confirm the leave balance for the current year?,not_urgent
Network Crash Impacting All Users. Sensitive data has been exposed; we need to secure the system urgently.,Network Crash Impacting All Users,Sensitive data has been exposed; we need to secure the system urgently.,urgent
"Network Crash Impacting All Users. The main network is down, affecting all departments.",Network Crash Impacting All Users,"The main network is down, affecting all departments.",urgent
Follow-Up: Employee Satisfaction Survey. Please provide feedback on the recent satisfaction survey results.,Follow-Up: Employee Satisfaction Survey,Please provide feedback on the recent satisfaction survey results.,not_urgent
Security Incident: Firewall Breach. All transactions are failing due to a payment gateway issue.,Security Incident: Firewall Breach,All transactions are failing due to a payment gateway issue.,urgent
Routine Check: System Logs. This is not critical and can be resolved later.,Routine Check: System Logs,This is not critical and can be resolved later.,not_urgent
Confirmation of Office Directory Update. We would like your input on the new website design.,Confirmation of Office Directory Update,We would like your input on the new website design.,not_urgent
High-Priority: Payment Gateway Down. Unauthorized access detected; escalate to the security team immediately.,High-Priority: Payment Gateway Down,Unauthorized access detected; escalate to the security team immediately.,urgent
System Outage: Immediate Action Required. Please address this issue before the end of the day to avoid escalation.,System Outage: Immediate Action Required,Please address this issue before the end of the day to avoid escalation.,urgent
Security Incident: Firewall Breach. Sensitive data has been exposed; we need to secure the system urgently.,Security Incident: Firewall Breach,Sensitive data has been exposed; we need to secure the system urgently.,urgent
Policy Update: Work from Home Guidelines. Consider adding more details to the FAQ section for better clarity.,Policy Update: Work from Home Guidelines,Consider adding more details to the FAQ section for better clarity.,not_urgent
Follow-Up: Employee Satisfaction Survey. Consider adding more details to the FAQ section for better clarity.,Follow-Up: Employee Satisfaction Survey,Consider adding more details to the FAQ section for better clarity.,not_urgent
Production Server Failure: Resolve ASAP. Firewall settings need to be reviewed to address the security breach.,Production Server Failure: Resolve ASAP,Firewall settings need to be reviewed to address the security breach.,urgent
System Outage: Immediate Action Required. All transactions are failing due to a payment gateway issue.,System Outage: Immediate Action Required,All transactions are failing due to a payment gateway issue.,urgent
