label,processed_text,priority,urgency,type,queue
0.0,This is not a matter of immediate importance.,low,not_urgent,,
2.0,Immediate intervention is crucial to address this high-priority issue.,high,urgent,,
1.0,The importance of this issue warrants moderate attention soon.,medium,not_urgent,,
0.0,There is no hurry to sort this out.,low,not_urgent,,
2.0,We cannot afford any delays in dealing with this urgent matter.,high,urgent,,
1.0,"This problem, while not immediate, requires our moderate attention.",medium,not_urgent,,
0.0,This can be addressed during routine maintenance.,low,not_urgent,,
2.0,Immediate actions are necessary to handle this pressing concern.,high,urgent,,
1.0,Ensure that this matter is addressed within the upcoming planning periods.,medium,not_urgent,,
0.0,This does not demand your immediate focus.,low,not_urgent,,
2.0,The critical nature of this issue demands immediate and effective action.,high,urgent,,
1.0,The concern should be part of the next strategic review.,medium,not_urgent,,
0.0,There is no urgency to tackle this now.,low,not_urgent,,
2.0,We need to immediately address this urgent issue to avoid major setbacks.,high,urgent,,
1.0,Moderate priority treatment of this issue is recommended.,medium,not_urgent,,
0.0,This can be postponed to a later time.,low,not_urgent,,
2.0,Immediate resolution is crucial to prevent this situation from worsening.,high,urgent,,
1.0,This situation requires moderate attention to prevent potential issues.,medium,not_urgent,,
0.0,This is a routine issue requiring standard handling.,low,not_urgent,,
2.0,We must take swift action to deal with this high-priority issue effectively.,high,urgent,,
1.0,Plan on addressing this concern as part of ongoing assessments.,medium,not_urgent,,
0.0,This issue does not press for an immediate solution.,low,not_urgent,,
2.0,This urgent matter requires our immediate attention and swift action.,high,urgent,,
1.0,This topic should be included in medium-term agenda items.,medium,not_urgent,,
0.0,This can be scheduled at your convenience.,low,not_urgent,,
2.0,Immediate and vigorous action is needed to resolve this pressing issue.,high,urgent,,
1.0,Addressing this issue should be considered before it escalates.,medium,not_urgent,,
0.0,This does not call for immediate resolution.,low,not_urgent,,
2.0,We must address this urgent situation with the highest level of priority.,high,urgent,,
1.0,The matter requires enough attention to be slotted in upcoming discussions.,medium,not_urgent,,
0.0,This is not a high-priority task.,low,not_urgent,,
2.0,Immediate action is imperative to handle this critical issue effectively.,high,urgent,,
1.0,"This issue, though not urgent, needs to be kept in consideration.",medium,not_urgent,,
0.0,This matter can be handled at a normal pace.,low,not_urgent,,
2.0,This high-priority concern necessitates our immediate and focused effort.,high,urgent,,
1.0,Prepare to manage this topic in your next review cycle.,medium,not_urgent,,
0.0,There is no cause for immediate concern.,low,not_urgent,,
2.0,We need to act urgently to resolve this critical and pressing issue.,high,urgent,,
1.0,It would be prudent to allocate resources to this issue soon.,medium,not_urgent,,
0.0,This is a low-priority task and can be deferred.,low,not_urgent,,
2.0,The urgency of this situation requires our prompt and decisive action.,high,urgent,,
1.0,"While this concern is not pressing, it should not be sidelined.",medium,not_urgent,,
0.0,This is not something requiring urgent handling.,low,not_urgent,,
2.0,Immediate and assertive steps are required to address this critical matter.,high,urgent,,
1.0,This issue warrants consideration at a moderate level of urgency.,medium,not_urgent,,
0.0,This situation allows for a relaxed approach.,low,not_urgent,,
2.0,We must immediately focus on resolving this high-stakes issue.,high,urgent,,
1.0,Timely action on this matter will prevent more significant challenges.,medium,not_urgent,,
0.0,This can be dealt with when convenient.,low,not_urgent,,
2.0,This critical situation demands our immediate and proactive response.,high,urgent,,
1.0,It is advisable to monitor this issue and plan for its discussion.,medium,not_urgent,,
0.0,This is only a routine matter to be handled later.,low,not_urgent,,
2.0,Immediate attention and action are essential to deal with this urgent matter.,high,urgent,,
1.0,Moderate importance has been assigned to this problem for future planning.,medium,not_urgent,,
0.0,This requires no immediate effort.,low,not_urgent,,
2.0,We need immediate action to resolve this high-priority issue effectively.,high,urgent,,
1.0,A strategic review of this matter will be required in the near term.,medium,not_urgent,,
0.0,This issue can afford a delay in handling.,low,not_urgent,,
2.0,This urgent issue demands our quick and decisive intervention.,high,urgent,,
1.0,This concern should be addressed with a measured approach.,medium,not_urgent,,
0.0,This concern does not press us for time.,low,not_urgent,,
2.0,Immediate measures are essential to manage this critical situation.,high,urgent,,
1.0,Include this issue in your planning sessions at a moderate level of priority.,medium,not_urgent,,
0.0,This can be tackled when more pressing issues are resolved.,low,not_urgent,,
2.0,We must prioritize immediate action to resolve this urgent concern.,high,urgent,,
1.0,This topic deserves timely consideration in our next planning stages.,medium,not_urgent,,
0.0,There is no immediate action needed for this item.,low,not_urgent,,
2.0,Immediate resolution of this matter is crucial for our operational stability.,high,urgent,,
1.0,Consider this matter carefully in your upcoming operational strategies.,medium,not_urgent,,
0.0,This is not something that demands swift action.,low,not_urgent,,
2.0,We need to take immediate steps to address this critical issue urgently.,high,urgent,,
1.0,This situation should be handled with a moderate sense of urgency.,medium,not_urgent,,
0.0,There is leeway in addressing this matter.,low,not_urgent,,
2.0,Immediate and effective intervention is required to manage this urgent matter.,high,urgent,,
1.0,Moderate importance issues such as this require timely planning.,medium,not_urgent,,
0.0,This is a low-impact issue.,low,not_urgent,,
2.0,This high-priority issue needs our immediate and full attention.,high,urgent,,
1.0,A balanced review of this concern would be beneficial shortly.,medium,not_urgent,,
0.0,This concern is not urgent and can be deferred.,low,not_urgent,,
2.0,We must act without delay to address this urgent and critical situation.,high,urgent,,
1.0,This problem needs a moderate focus to ensure proper management.,medium,not_urgent,,
0.0,There is no rush to address this situation.,low,not_urgent,,
2.0,Immediate intervention is required to address this pressing issue effectively.,high,urgent,,
1.0,The issue should be considered at a moderately urgent level.,medium,not_urgent,,
0.0,This is not something to act on immediately.,low,not_urgent,,
2.0,The urgency of this situation necessitates swift and immediate action.,high,urgent,,
1.0,Careful planning is needed to address this concern appropriately.,medium,not_urgent,,
0.0,This can be handled at a later stage without issue.,low,not_urgent,,
2.0,Immediate action is required to tackle this critical and urgent matter.,high,urgent,,
1.0,Intermittent failure in user authentication process needs resolution,medium,not_urgent,,
0.0,This does not rank high in our priorities.,low,not_urgent,,
2.0,We need to urgently address this issue to prevent further escalation.,high,urgent,,
1.0,User profile updates not reflecting across platforms,medium,not_urgent,,
0.0,This matter is not a pressing one.,low,not_urgent,,
2.0,This is a critical issue that requires immediate resolution to prevent severe impacts.,high,urgent,,
1.0,Sporadic crashes reported on the settings page,medium,not_urgent,,
0.0,This can be addressed at our leisure.,low,not_urgent,,
2.0,Immediate attention is mandatory to resolve this high-priority problem.,high,urgent,,
1.0,Occasional data sync issues require investigation,medium,not_urgent,,
0.0,This is not something that requires quick intervention.,low,not_urgent,,
2.0,We must take urgent action to address this critical situation promptly.,high,urgent,,
1.0,Intermittent Failure in Payment Gateway Integration,medium,not_urgent,,
0.0,This can wait until more urgent matters are settled.,low,not_urgent,,
2.0,This urgent issue necessitates immediate and decisive steps for resolution.,high,urgent,,
1.0,Incorrect Tax Calculation on Checkout,medium,not_urgent,,
0.0,There's no need to rush this issue.,low,not_urgent,,
2.0,Immediate actions are required to address this highly critical situation.,high,urgent,,
1.0,User Cart Not Updating with New Item Additions,medium,not_urgent,,
0.0,This is a low urgency situation.,low,not_urgent,,
2.0,This matter has escalated to an urgent priority that requires our immediate focus.,high,urgent,,
1.0,Delayed Email Notifications for Order Confirmation,medium,not_urgent,,
0.0,This does not require high priority handling.,low,not_urgent,,
2.0,Immediate response is crucial to handle this critical issue effectively.,high,urgent,,
1.0,Inconsistent Product Sorting in Category Pages,medium,not_urgent,,
0.0,This situation is manageable without immediate action.,low,not_urgent,,
2.0,We must prioritize this issue for immediate action to prevent adverse outcomes.,high,urgent,,
1.0,Product Image Loading Slowly on Product Details Page,medium,not_urgent,,
0.0,This is a non-essential issue.,low,not_urgent,,
2.0,Immediate resolution is necessary to address this urgent and critical concern.,high,urgent,,
1.0,Search Function Returns Incorrect Results,medium,not_urgent,,
0.0,This can be postponed without any impact.,low,not_urgent,,
2.0,This is an immediate concern that requires our urgent and proactive attention.,high,urgent,,
1.0,Guest Checkout Failing to Process Correctly,medium,not_urgent,,
0.0,This concern does not require fast tracking.,low,not_urgent,,
2.0,We need swift action to resolve this critical issue without delay.,high,urgent,,
1.0,Mobile Responsiveness Issues on Checkout Page,medium,not_urgent,,
0.0,There is no need for swift resolution here.,low,not_urgent,,
2.0,Immediate and proactive steps are required to manage this urgent situation.,high,urgent,,
1.0,Discount Code Applies Incorrectly to Total Cart Value,medium,not_urgent,,
