label,processed_text,priority,urgency
0,There is no immediate action needed for this item.,low,not_urgent
2,Immediate resolution of this matter is crucial for our operational stability.,high,urgent
1,Consider this matter carefully in your upcoming operational strategies.,medium,not_urgent
0,This is not something that demands swift action.,low,not_urgent
2,We need to take immediate steps to address this critical issue urgently.,high,urgent
1,This situation should be handled with a moderate sense of urgency.,medium,not_urgent
0,There is leeway in addressing this matter.,low,not_urgent
2,Immediate and effective intervention is required to manage this urgent matter.,high,urgent
1,Moderate importance issues such as this require timely planning.,medium,not_urgent
0,This is a low-impact issue.,low,not_urgent
2,This high-priority issue needs our immediate and full attention.,high,urgent
1,A balanced review of this concern would be beneficial shortly.,medium,not_urgent
0,This concern is not urgent and can be deferred.,low,not_urgent
2,We must act without delay to address this urgent and critical situation.,high,urgent
1,This problem needs a moderate focus to ensure proper management.,medium,not_urgent
0,There is no rush to address this situation.,low,not_urgent
2,Immediate intervention is required to address this pressing issue effectively.,high,urgent
1,The issue should be considered at a moderately urgent level.,medium,not_urgent
0,This is not something to act on immediately.,low,not_urgent
2,The urgency of this situation necessitates swift and immediate action.,high,urgent
1,Careful planning is needed to address this concern appropriately.,medium,not_urgent
0,This can be handled at a later stage without issue.,low,not_urgent
2,Immediate action is required to tackle this critical and urgent matter.,high,urgent
1,Intermittent failure in user authentication process needs resolution,medium,not_urgent
0,This does not rank high in our priorities.,low,not_urgent
2,We need to urgently address this issue to prevent further escalation.,high,urgent
1,User profile updates not reflecting across platforms,medium,not_urgent
0,This matter is not a pressing one.,low,not_urgent
2,This is a critical issue that requires immediate resolution to prevent severe impacts.,high,urgent
1,Sporadic crashes reported on the settings page,medium,not_urgent
0,This can be addressed at our leisure.,low,not_urgent
2,Immediate attention is mandatory to resolve this high-priority problem.,high,urgent
1,Occasional data sync issues require investigation,medium,not_urgent
0,This is not something that requires quick intervention.,low,not_urgent
2,We must take urgent action to address this critical situation promptly.,high,urgent
1,Intermittent Failure in Payment Gateway Integration,medium,not_urgent
0,This can wait until more urgent matters are settled.,low,not_urgent
2,This urgent issue necessitates immediate and decisive steps for resolution.,high,urgent
1,Incorrect Tax Calculation on Checkout,medium,not_urgent
0,There's no need to rush this issue.,low,not_urgent
2,Immediate actions are required to address this highly critical situation.,high,urgent
1,User Cart Not Updating with New Item Additions,medium,not_urgent
0,This is a low urgency situation.,low,not_urgent
2,This matter has escalated to an urgent priority that requires our immediate focus.,high,urgent
1,Delayed Email Notifications for Order Confirmation,medium,not_urgent
0,This does not require high priority handling.,low,not_urgent
2,Immediate response is crucial to handle this critical issue effectively.,high,urgent
1,Inconsistent Product Sorting in Category Pages,medium,not_urgent
0,This situation is manageable without immediate action.,low,not_urgent
2,We must prioritize this issue for immediate action to prevent adverse outcomes.,high,urgent
1,Product Image Loading Slowly on Product Details Page,medium,not_urgent
0,This is a non-essential issue.,low,not_urgent
2,Immediate resolution is necessary to address this urgent and critical concern.,high,urgent
1,Search Function Returns Incorrect Results,medium,not_urgent
0,This can be postponed without any impact.,low,not_urgent
2,This is an immediate concern that requires our urgent and proactive attention.,high,urgent
1,Guest Checkout Failing to Process Correctly,medium,not_urgent
0,This concern does not require fast tracking.,low,not_urgent
2,We need swift action to resolve this critical issue without delay.,high,urgent
1,Mobile Responsiveness Issues on Checkout Page,medium,not_urgent
0,There is no need for swift resolution here.,low,not_urgent
2,Immediate and proactive steps are required to manage this urgent situation.,high,urgent
1,Discount Code Applies Incorrectly to Total Cart Value,medium,not_urgent
0,This is not a crucial issue to be addressed urgently.,low,not_urgent
2,This high-priority issue demands our immediate attention and swift action.,high,urgent
1,Product Reviews Not Displaying After Submission,medium,not_urgent
0,This is a secondary concern that can wait.,low,not_urgent
2,We are compelled to act swiftly on this urgent matter.,high,urgent
1,Misalignment of Elements on Product Listing Page,medium,not_urgent
0,This is an issue of minimal urgency.,low,not_urgent
2,It’s essential we address this critical point without delay.,high,urgent
1,Improper Error Handling When Updating User Profile,medium,not_urgent
0,This does not need to be resolved immediately.,low,not_urgent
2,There’s an urgent need for our immediate intervention in this matter.,high,urgent
1,Inaccurate Stock Levels Shown to Users,medium,not_urgent
0,This can be deferred to a later period.,low,not_urgent
2,This pressing concern requires immediate resolution.,high,urgent
1,Broken Link to User Guide in Help Section,medium,not_urgent
0,There is no compelling need to address this quickly.,low,not_urgent
2,"We need quick action on this, as it's a highly urgent matter.",high,urgent
1,Pagination Error on Search Results Page,medium,not_urgent
0,This issue does not necessitate swift action.,low,not_urgent
2,Our immediate focus is required on this severe issue to prevent further problems.,high,urgent
1,Inconsistent Loading Times Across Product Categories,medium,not_urgent
0,There's no urgency in dealing with this problem.,low,not_urgent
2,This crucial matter demands prompt and thorough attention.,high,urgent
1,Frequent Session Timeouts During Checkout,medium,not_urgent
0,This can be considered at a more convenient time.,low,not_urgent
2,We have to address this urgent issue right now to mitigate risks.,high,urgent
1,Improper Formatting of Prices in Multiple Currencies,medium,not_urgent
0,This matter can afford to be delayed.,low,not_urgent
2,This significant issue cannot wait; immediate action is required.,high,urgent
1,Issue with Auto-fill on Shipping Address Form,medium,not_urgent
0,This is not something that needs immediate resolution.,low,not_urgent
2,Our immediate efforts are necessary to address this pressing concern.,high,urgent
1,User Unable to Delete Items from Wishlist,medium,not_urgent
0,There's no critical need to focus on this now.,low,not_urgent
